window_start	window_end	window_mid	raw_count	norm_position	log2_ratio
1	10000	5001	3337.0	-0.997654	-0.077434
10001	20000	15001	4061.0	-0.992440	0.205850
20001	30000	25001	3941.0	-0.987226	0.162577
30001	40000	35001	3450.0	-0.982013	-0.029389
40001	50000	45001	3463.0	-0.976799	-0.023963
50001	60000	55001	3275.0	-0.971585	-0.104490
60001	70000	65001	3377.0	-0.966371	-0.060243
70001	80000	75001	4149.0	-0.961157	0.236778
80001	90000	85001	3560.0	-0.955944	0.015892
90001	100000	95001	3846.0	-0.950730	0.127374
100001	110000	105001	3975.0	-0.945516	0.174970
110001	120000	115001	3658.0	-0.940302	0.055070
120001	130000	125001	3837.0	-0.935089	0.123994
130001	140000	135001	3614.0	-0.929875	0.037611
140001	150000	145001	3669.0	-0.924661	0.059402
150001	160000	155001	3684.0	-0.919447	0.065288
160001	170000	165001	3843.0	-0.914234	0.126248
170001	180000	175001	3603.0	-0.909020	0.033213
180001	190000	185001	3040.0	-0.903806	-0.211914
190001	200000	195001	3512.0	-0.898592	-0.003692
200001	210000	205001	3850.0	-0.893379	0.128873
210001	220000	215001	3592.0	-0.888165	0.028802
220001	230000	225001	3610.0	-0.882951	0.036014
230001	240000	235001	3260.0	-0.877737	-0.111113
240001	250000	245001	4048.0	-0.872523	0.201224
250001	260000	255001	3466.0	-0.867310	-0.022714
260001	270000	265001	3693.0	-0.862096	0.068808
270001	280000	275001	3796.0	-0.856882	0.108495
280001	290000	285001	4231.0	-0.851668	0.265013
290001	300000	295001	3623.0	-0.846455	0.041200
300001	310000	305001	3202.0	-0.841241	-0.137012
310001	320000	315001	3485.0	-0.836027	-0.014827
320001	330000	325001	3575.0	-0.830813	0.021958
330001	340000	335001	3573.0	-0.825600	0.021151
340001	350000	345001	3418.0	-0.820386	-0.042833
350001	360000	355001	3433.0	-0.815172	-0.036515
360001	370000	365001	3267.0	-0.809958	-0.108019
370001	380000	375001	3329.0	-0.804745	-0.080896
380001	390000	385001	3256.0	-0.799531	-0.112885
390001	400000	395001	3237.0	-0.794317	-0.121328
400001	410000	405001	3636.0	-0.789103	0.046367
410001	420000	415001	3916.0	-0.783889	0.153396
420001	430000	425001	3208.0	-0.778676	-0.134311
430001	440000	435001	3387.0	-0.773462	-0.055977
440001	450000	445001	3539.0	-0.768248	0.007357
450001	460000	455001	3906.0	-0.763034	0.149707
460001	470000	465001	2768.0	-0.757821	-0.347141
470001	480000	475001	3292.0	-0.752607	-0.097021
480001	490000	485001	4014.0	-0.747393	0.189055
490001	500000	495001	3573.0	-0.742179	0.021151
500001	510000	505001	3813.0	-0.736966	0.114941
510001	520000	515001	3943.0	-0.731752	0.163308
520001	530000	525001	3454.0	-0.726538	-0.027717
530001	540000	535001	3489.0	-0.721324	-0.013172
540001	550000	545001	3611.0	-0.716111	0.036413
550001	560000	555001	4069.0	-0.710897	0.208689
560001	570000	565001	4209.0	-0.705683	0.257492
570001	580000	575001	3395.0	-0.700469	-0.052574
580001	590000	585001	3458.0	-0.695255	-0.026047
590001	600000	595001	4241.0	-0.690042	0.268419
600001	610000	605001	3701.0	-0.684828	0.071930
610001	620000	615001	3240.0	-0.679614	-0.119991
620001	630000	625001	3255.0	-0.674400	-0.113328
630001	640000	635001	3427.0	-0.669187	-0.039039
640001	650000	645001	3368.0	-0.663973	-0.064093
650001	660000	655001	3489.0	-0.658759	-0.013172
660001	670000	665001	3803.0	-0.653545	0.111153
670001	680000	675001	3448.0	-0.648332	-0.030225
680001	690000	685001	3324.0	-0.643118	-0.083065
690001	700000	695001	3457.0	-0.637904	-0.026465
700001	710000	705001	3560.0	-0.632690	0.015892
710001	720000	715001	3348.0	-0.627477	-0.072686
720001	730000	725001	3228.0	-0.622263	-0.125345
730001	740000	735001	3009.0	-0.617049	-0.226701
740001	750000	745001	3284.0	-0.611835	-0.100531
750001	760000	755001	4002.0	-0.606621	0.184736
760001	770000	765001	3483.0	-0.601408	-0.015655
770001	780000	775001	4284.0	-0.596194	0.282973
780001	790000	785001	5114.0	-0.590980	0.538467
790001	800000	795001	4337.0	-0.585766	0.300712
800001	810000	805001	3493.0	-0.580553	-0.011519
810001	820000	815001	3518.0	-0.575339	-0.001230
820001	830000	825001	3550.0	-0.570125	0.011834
830001	840000	835001	3608.0	-0.564911	0.035214
840001	850000	845001	3398.0	-0.559698	-0.051299
850001	860000	855001	3266.0	-0.554484	-0.108460
860001	870000	865001	3675.0	-0.549270	0.061759
870001	880000	875001	3714.0	-0.544056	0.076989
880001	890000	885001	3607.0	-0.538843	0.034814
890001	900000	895001	3636.0	-0.533629	0.046367
900001	910000	905001	3350.0	-0.528415	-0.071824
910001	920000	915001	3473.0	-0.523201	-0.019803
920001	930000	925001	3377.0	-0.517987	-0.060243
930001	940000	935001	3018.0	-0.512774	-0.222392
940001	950000	945001	3448.0	-0.507560	-0.030225
950001	960000	955001	3492.0	-0.502346	-0.011932
960001	970000	965001	3478.0	-0.497132	-0.017727
970001	980000	975001	3778.0	-0.491919	0.101637
980001	990000	985001	3405.0	-0.486705	-0.048330
990001	1000000	995001	3057.0	-0.481491	-0.203869
1000001	1010000	1005001	3621.0	-0.476277	0.040403
1010001	1020000	1015001	3337.0	-0.471064	-0.077434
1020001	1030000	1025001	3424.0	-0.465850	-0.040303
1030001	1040000	1035001	3849.0	-0.460636	0.128498
1040001	1050000	1045001	3396.0	-0.455422	-0.052149
1050001	1060000	1055001	3288.0	-0.450209	-0.098775
1060001	1070000	1065001	3637.0	-0.444995	0.046764
1070001	1080000	1075001	3809.0	-0.439781	0.113427
1080001	1090000	1085001	3142.0	-0.434567	-0.164302
1090001	1100000	1095001	3470.0	-0.429353	-0.021050
1100001	1110000	1105001	3970.0	-0.424140	0.173154
1110001	1120000	1115001	3323.0	-0.418926	-0.083499
1120001	1130000	1125001	3492.0	-0.413712	-0.011932
1130001	1140000	1135001	3208.0	-0.408498	-0.134311
1140001	1150000	1145001	3507.0	-0.403285	-0.005748
1150001	1160000	1155001	3726.0	-0.398071	0.081642
1160001	1170000	1165001	3981.0	-0.392857	0.177146
1170001	1180000	1175001	3373.0	-0.387643	-0.061953
1180001	1190000	1185001	3159.0	-0.382430	-0.156517
1190001	1200000	1195001	3383.0	-0.377216	-0.057682
1200001	1210000	1205001	3593.0	-0.372002	0.029204
1210001	1220000	1215001	4060.0	-0.366788	0.205495
1220001	1230000	1225001	3641.0	-0.361575	0.048350
1230001	1240000	1235001	3697.0	-0.356361	0.070370
1240001	1250000	1245001	3693.0	-0.351147	0.068808
1250001	1260000	1255001	3236.0	-0.345933	-0.121774
1260001	1270000	1265001	3512.0	-0.340719	-0.003692
1270001	1280000	1275001	3351.0	-0.335506	-0.071394
1280001	1290000	1285001	3378.0	-0.330292	-0.059816
1290001	1300000	1295001	3421.0	-0.325078	-0.041567
1300001	1310000	1305001	3618.0	-0.319864	0.039207
1310001	1320000	1315001	3929.0	-0.314651	0.158177
1320001	1330000	1325001	3481.0	-0.309437	-0.016483
1330001	1340000	1335001	3137.0	-0.304223	-0.166600
1340001	1350000	1345001	3080.0	-0.299009	-0.193055
1350001	1360000	1355001	3236.0	-0.293796	-0.121774
1360001	1370000	1365001	3206.0	-0.288582	-0.135211
1370001	1380000	1375001	3334.0	-0.283368	-0.078731
1380001	1390000	1385001	3389.0	-0.278154	-0.055126
1390001	1400000	1395001	3775.0	-0.272941	0.100491
1400001	1410000	1405001	3475.0	-0.267727	-0.018972
1410001	1420000	1415001	3331.0	-0.262513	-0.080030
1420001	1430000	1425001	3620.0	-0.257299	0.040004
1430001	1440000	1435001	3801.0	-0.252086	0.110394
1440001	1450000	1445001	3437.0	-0.246872	-0.034835
1450001	1460000	1455001	3407.0	-0.241658	-0.047483
1460001	1470000	1465001	3308.0	-0.236444	-0.090026
1470001	1480000	1475001	3238.0	-0.231230	-0.120882
1480001	1490000	1485001	3373.0	-0.226017	-0.061953
1490001	1500000	1495001	3723.0	-0.220803	0.080480
1500001	1510000	1505001	3483.0	-0.215589	-0.015655
1510001	1520000	1515001	3293.0	-0.210375	-0.096583
1520001	1530000	1525001	3170.0	-0.205162	-0.151502
1530001	1540000	1535001	3524.0	-0.199948	0.001229
1540001	1550000	1545001	3295.0	-0.194734	-0.095707
1550001	1560000	1555001	3386.0	-0.189520	-0.056403
1560001	1570000	1565001	3621.0	-0.184307	0.040403
1570001	1580000	1575001	4066.0	-0.179093	0.207625
1580001	1590000	1585001	3725.0	-0.173879	0.081255
1590001	1600000	1595001	3407.0	-0.168665	-0.047483
1600001	1610000	1605001	3305.0	-0.163452	-0.091335
1610001	1620000	1615001	3722.0	-0.158238	0.080093
1620001	1630000	1625001	3443.0	-0.153024	-0.032319
1630001	1640000	1635001	3317.0	-0.147810	-0.086106
1640001	1650000	1645001	3336.0	-0.142596	-0.077866
1650001	1660000	1655001	3190.0	-0.137383	-0.142429
1660001	1670000	1665001	5819.0	-0.132169	0.724786
1670001	1680000	1675001	5823.0	-0.126955	0.725777
1680001	1690000	1685001	3563.0	-0.121741	0.017107
1690001	1700000	1695001	3654.0	-0.116528	0.053491
1700001	1710000	1705001	3897.0	-0.111314	0.146379
1710001	1720000	1715001	3630.0	-0.106100	0.043984
1720001	1730000	1725001	3521.0	-0.100886	0.000000
1730001	1740000	1735001	3201.0	-0.095673	-0.137463
1740001	1750000	1745001	3651.0	-0.090459	0.052306
1750001	1760000	1755001	3670.0	-0.085245	0.059795
1760001	1770000	1765001	2942.0	-0.080031	-0.259188
1770001	1780000	1775001	3399.0	-0.074818	-0.050875
