window_start	window_end	window_mid	raw_count	norm_position	log2_ratio
1	10000	5001	3185.0	-0.998804	0.100102
10001	20000	15001	3433.0	-0.994022	0.208278
20001	30000	25001	3095.0	-0.989240	0.058748
30001	40000	35001	3330.0	-0.984457	0.164331
40001	50000	45001	2868.0	-0.979675	-0.051146
50001	60000	55001	3011.0	-0.974892	0.019051
60001	70000	65001	3050.0	-0.970110	0.037618
70001	80000	75001	3875.0	-0.965328	0.383005
80001	90000	85001	2927.0	-0.960545	-0.021769
90001	100000	95001	3028.0	-0.955763	0.027174
100001	110000	105001	3006.0	-0.950980	0.016654
110001	120000	115001	2762.0	-0.946198	-0.105478
120001	130000	125001	2883.0	-0.941416	-0.043621
130001	140000	135001	2770.0	-0.936633	-0.101305
140001	150000	145001	3008.0	-0.931851	0.017613
150001	160000	155001	2156.0	-0.927068	-0.462834
160001	170000	165001	2655.0	-0.922286	-0.162480
170001	180000	175001	2548.0	-0.917504	-0.221826
180001	190000	185001	2626.0	-0.912721	-0.178324
190001	200000	195001	2599.0	-0.907939	-0.193235
200001	210000	205001	2820.0	-0.903156	-0.075496
210001	220000	215001	3021.0	-0.898374	0.023835
220001	230000	225001	3265.0	-0.893592	0.135892
230001	240000	235001	3431.0	-0.888809	0.207438
240001	250000	245001	2811.0	-0.884027	-0.080108
250001	260000	255001	2720.0	-0.879244	-0.127585
260001	270000	265001	3044.0	-0.874462	0.034777
270001	280000	275001	2781.0	-0.869680	-0.095588
280001	290000	285001	2395.0	-0.864897	-0.311166
290001	300000	295001	3136.0	-0.860115	0.077734
300001	310000	305001	2519.0	-0.855332	-0.238340
310001	320000	315001	2588.0	-0.850550	-0.199354
320001	330000	325001	2588.0	-0.845768	-0.199354
330001	340000	335001	2671.0	-0.840985	-0.153811
340001	350000	345001	3214.0	-0.836203	0.113179
350001	360000	355001	2641.0	-0.831420	-0.170107
360001	370000	365001	2538.0	-0.826638	-0.227499
370001	380000	375001	2652.0	-0.821856	-0.164111
380001	390000	385001	3217.0	-0.817073	0.114525
390001	400000	395001	3438.0	-0.812291	0.210378
400001	410000	405001	2965.0	-0.807508	-0.003159
410001	420000	415001	2588.0	-0.802726	-0.199354
420001	430000	425001	2723.0	-0.797944	-0.125994
430001	440000	435001	2790.0	-0.793161	-0.090926
440001	450000	445001	2924.0	-0.788379	-0.023248
450001	460000	455001	2960.0	-0.783596	-0.005594
460001	470000	465001	2571.0	-0.778814	-0.208862
470001	480000	475001	2474.0	-0.774032	-0.264346
480001	490000	485001	2970.0	-0.769249	-0.000728
490001	500000	495001	2903.0	-0.764467	-0.033647
500001	510000	505001	2832.0	-0.759684	-0.069370
510001	520000	515001	2709.0	-0.754902	-0.133431
520001	530000	525001	3156.0	-0.750120	0.086906
530001	540000	535001	3078.0	-0.745337	0.050802
540001	550000	545001	3467.0	-0.740555	0.222496
550001	560000	555001	3077.0	-0.735772	0.050333
560001	570000	565001	2687.0	-0.730990	-0.145195
570001	580000	575001	2780.0	-0.726208	-0.096106
580001	590000	585001	2727.0	-0.721425	-0.123877
590001	600000	595001	2729.0	-0.716643	-0.122819
600001	610000	605001	2801.0	-0.711860	-0.085249
610001	620000	615001	2709.0	-0.707078	-0.133431
620001	630000	625001	2675.0	-0.702296	-0.151652
630001	640000	635001	2385.0	-0.697513	-0.317202
640001	650000	645001	2797.0	-0.692731	-0.087311
650001	660000	655001	2847.0	-0.687948	-0.061749
660001	670000	665001	2756.0	-0.683166	-0.108615
670001	680000	675001	2740.0	-0.678384	-0.117015
680001	690000	685001	2854.0	-0.673601	-0.058206
690001	700000	695001	2799.0	-0.668819	-0.086280
700001	710000	705001	2576.0	-0.664036	-0.206059
710001	720000	715001	2950.0	-0.659254	-0.010476
720001	730000	725001	2763.0	-0.654472	-0.104956
730001	740000	735001	2714.0	-0.649689	-0.130771
740001	750000	745001	3161.0	-0.644907	0.089190
750001	760000	755001	2660.0	-0.640124	-0.159765
760001	770000	765001	3093.0	-0.635342	0.057815
770001	780000	775001	2749.0	-0.630560	-0.112284
780001	790000	785001	2687.0	-0.625777	-0.145195
790001	800000	795001	2819.0	-0.620995	-0.076008
800001	810000	805001	2879.0	-0.616212	-0.045624
810001	820000	815001	3030.0	-0.611430	0.028126
820001	830000	825001	2705.0	-0.606648	-0.135563
830001	840000	835001	2899.0	-0.601865	-0.035636
840001	850000	845001	3015.0	-0.597083	0.020967
850001	860000	855001	3041.0	-0.592300	0.033354
860001	870000	865001	2875.0	-0.587518	-0.047629
870001	880000	875001	3464.0	-0.582736	0.221248
880001	890000	885001	2699.0	-0.577953	-0.138766
890001	900000	895001	2634.0	-0.573171	-0.173936
900001	910000	905001	2747.0	-0.568388	-0.113334
910001	920000	915001	2920.0	-0.563606	-0.025223
920001	930000	925001	3299.0	-0.558824	0.150837
930001	940000	935001	2966.0	-0.554041	-0.002673
940001	950000	945001	2295.0	-0.549259	-0.372697
950001	960000	955001	2936.0	-0.544476	-0.017339
960001	970000	965001	2538.0	-0.539694	-0.227499
970001	980000	975001	3470.0	-0.534912	0.223744
980001	990000	985001	2863.0	-0.530129	-0.053664
990001	1000000	995001	2936.0	-0.525347	-0.017339
1000001	1010000	1005001	2873.0	-0.520564	-0.048633
1010001	1020000	1015001	2765.0	-0.515782	-0.103912
1020001	1030000	1025001	2748.0	-0.511000	-0.112809
1030001	1040000	1035001	3489.0	-0.506217	0.231622
1040001	1050000	1045001	2814.0	-0.501435	-0.078569
1050001	1060000	1055001	2997.0	-0.496652	0.012328
1060001	1070000	1065001	2951.0	-0.491870	-0.009987
1070001	1080000	1075001	2806.0	-0.487088	-0.082676
1080001	1090000	1085001	3120.0	-0.482305	0.070355
1090001	1100000	1095001	3052.0	-0.477523	0.038564
1100001	1110000	1105001	3004.0	-0.472740	0.015693
1110001	1120000	1115001	2777.0	-0.467958	-0.097664
1120001	1130000	1125001	3044.0	-0.463176	0.034777
1130001	1140000	1135001	2794.0	-0.458393	-0.088859
1140001	1150000	1145001	2818.0	-0.453611	-0.076520
1150001	1160000	1155001	2631.0	-0.448828	-0.175580
1160001	1170000	1165001	3141.0	-0.444046	0.080033
1170001	1180000	1175001	2808.0	-0.439264	-0.081648
1180001	1190000	1185001	2839.0	-0.434481	-0.065809
1190001	1200000	1195001	2574.0	-0.429699	-0.207179
1200001	1210000	1205001	3346.0	-0.424916	0.171246
1210001	1220000	1215001	3060.0	-0.420134	0.042340
1220001	1230000	1225001	2942.0	-0.415352	-0.014394
1230001	1240000	1235001	2803.0	-0.410569	-0.084220
1240001	1250000	1245001	2843.0	-0.405787	-0.063777
1250001	1260000	1255001	2748.0	-0.401004	-0.112809
