window_start	window_end	window_mid	raw_count	norm_position	log2_ratio
1	10000	5001	3419.0	-0.998804	0.004649
10001	20000	15001	3642.0	-0.994022	0.095806
20001	30000	25001	3385.0	-0.989240	-0.009770
30001	40000	35001	3779.0	-0.984457	0.149079
40001	50000	45001	3339.0	-0.979675	-0.029509
50001	60000	55001	3390.0	-0.974892	-0.007640
60001	70000	65001	3445.0	-0.970110	0.015579
70001	80000	75001	4037.0	-0.965328	0.244358
80001	90000	85001	3303.0	-0.960545	-0.045148
90001	100000	95001	3369.0	-0.955763	-0.016605
100001	110000	105001	3340.0	-0.950980	-0.029077
110001	120000	115001	3122.0	-0.946198	-0.126455
120001	130000	125001	3174.0	-0.941416	-0.102623
130001	140000	135001	3144.0	-0.936633	-0.116324
140001	150000	145001	3025.0	-0.931851	-0.171990
150001	160000	155001	2349.0	-0.927068	-0.536879
160001	170000	165001	2938.0	-0.922286	-0.214091
170001	180000	175001	2549.0	-0.917504	-0.418994
180001	190000	185001	2670.0	-0.912721	-0.352086
190001	200000	195001	2710.0	-0.907939	-0.330632
200001	210000	205001	2746.0	-0.903156	-0.311594
210001	220000	215001	2809.0	-0.898374	-0.278869
220001	230000	225001	3499.0	-0.893592	0.038017
230001	240000	235001	3367.0	-0.888809	-0.017462
240001	250000	245001	3168.0	-0.884027	-0.105353
250001	260000	255001	2910.0	-0.879244	-0.227906
260001	270000	265001	3127.0	-0.874462	-0.124146
270001	280000	275001	2984.0	-0.869680	-0.191678
280001	290000	285001	2475.0	-0.864897	-0.461497
290001	300000	295001	3252.0	-0.860115	-0.067598
300001	310000	305001	2658.0	-0.855332	-0.358584
310001	320000	315001	2839.0	-0.850550	-0.263542
320001	330000	325001	2923.0	-0.845768	-0.221476
330001	340000	335001	2892.0	-0.840985	-0.236858
340001	350000	345001	2981.0	-0.836203	-0.193129
350001	360000	355001	2614.0	-0.831420	-0.382666
360001	370000	365001	2748.0	-0.826638	-0.310543
370001	380000	375001	2807.0	-0.821856	-0.279896
380001	390000	385001	3090.0	-0.817073	-0.141318
390001	400000	395001	3602.0	-0.812291	0.079873
400001	410000	405001	3447.0	-0.807508	0.016416
410001	420000	415001	2800.0	-0.802726	-0.283499
420001	430000	425001	2877.0	-0.797944	-0.244360
430001	440000	435001	3048.0	-0.793161	-0.161062
440001	450000	445001	3264.0	-0.788379	-0.062284
450001	460000	455001	2964.0	-0.783596	-0.201380
460001	470000	465001	2821.0	-0.778814	-0.272719
470001	480000	475001	2585.0	-0.774032	-0.398761
480001	490000	485001	3199.0	-0.769249	-0.091304
490001	500000	495001	3060.0	-0.764467	-0.155394
500001	510000	505001	3014.0	-0.759684	-0.177246
510001	520000	515001	2828.0	-0.754902	-0.269143
520001	530000	525001	3293.0	-0.750120	-0.049523
530001	540000	535001	3569.0	-0.745337	0.066595
540001	550000	545001	3536.0	-0.740555	0.053193
550001	560000	555001	3136.0	-0.735772	-0.120000
560001	570000	565001	2988.0	-0.730990	-0.189745
570001	580000	575001	2777.0	-0.726208	-0.295398
580001	590000	585001	2845.0	-0.721425	-0.260497
590001	600000	595001	2864.0	-0.716643	-0.250894
600001	610000	605001	2989.0	-0.711860	-0.189262
610001	620000	615001	2851.0	-0.707078	-0.257457
620001	630000	625001	2786.0	-0.702296	-0.290730
630001	640000	635001	2687.0	-0.697513	-0.342929
640001	650000	645001	3033.0	-0.692731	-0.168180
650001	660000	655001	3055.0	-0.687948	-0.157753
660001	670000	665001	2877.0	-0.683166	-0.244360
670001	680000	675001	2838.0	-0.678384	-0.264051
680001	690000	685001	3361.0	-0.673601	-0.020035
690001	700000	695001	2832.0	-0.668819	-0.267104
700001	710000	705001	2863.0	-0.664036	-0.251398
710001	720000	715001	2969.0	-0.659254	-0.198948
720001	730000	725001	3190.0	-0.654472	-0.095369
730001	740000	735001	2928.0	-0.649689	-0.219010
740001	750000	745001	3469.0	-0.644907	0.025595
750001	760000	755001	2865.0	-0.640124	-0.250390
760001	770000	765001	3180.0	-0.635342	-0.099899
770001	780000	775001	2939.0	-0.630560	-0.213600
780001	790000	785001	2906.0	-0.625777	-0.229891
790001	800000	795001	3072.0	-0.620995	-0.149747
800001	810000	805001	2967.0	-0.616212	-0.199920
810001	820000	815001	3247.0	-0.611430	-0.069818
820001	830000	825001	2992.0	-0.606648	-0.187815
830001	840000	835001	3244.0	-0.601865	-0.071152
840001	850000	845001	3158.0	-0.597083	-0.109914
850001	860000	855001	3228.0	-0.592300	-0.078285
860001	870000	865001	3341.0	-0.587518	-0.028645
870001	880000	875001	3699.0	-0.582736	0.118210
880001	890000	885001	3210.0	-0.577953	-0.086352
890001	900000	895001	2977.0	-0.573171	-0.195066
900001	910000	905001	2909.0	-0.568388	-0.228402
910001	920000	915001	3129.0	-0.563606	-0.123224
920001	930000	925001	3589.0	-0.558824	0.074657
930001	940000	935001	3085.0	-0.554041	-0.143655
940001	950000	945001	2694.0	-0.549259	-0.339175
950001	960000	955001	3276.0	-0.544476	-0.056990
960001	970000	965001	2921.0	-0.539694	-0.222463
970001	980000	975001	3643.0	-0.534912	0.096202
980001	990000	985001	3205.0	-0.530129	-0.088601
990001	1000000	995001	3191.0	-0.525347	-0.094917
1000001	1010000	1005001	3191.0	-0.520564	-0.094917
1010001	1020000	1015001	3113.0	-0.515782	-0.130620
1020001	1030000	1025001	3193.0	-0.511000	-0.094013
1030001	1040000	1035001	4065.0	-0.506217	0.254330
1040001	1050000	1045001	3304.0	-0.501435	-0.044712
1050001	1060000	1055001	3367.0	-0.496652	-0.017462
1060001	1070000	1065001	3250.0	-0.491870	-0.068486
1070001	1080000	1075001	3388.0	-0.487088	-0.008491
1080001	1090000	1085001	3500.0	-0.482305	0.038430
1090001	1100000	1095001	3262.0	-0.477523	-0.063169
1100001	1110000	1105001	3439.0	-0.472740	0.013064
1110001	1120000	1115001	3214.0	-0.467958	-0.084555
1120001	1130000	1125001	3406.0	-0.463176	-0.000847
1130001	1140000	1135001	3220.0	-0.458393	-0.081865
1140001	1150000	1145001	3173.0	-0.453611	-0.103078
1150001	1160000	1155001	3163.0	-0.448828	-0.107632
1160001	1170000	1165001	3603.0	-0.444046	0.080273
1170001	1180000	1175001	3276.0	-0.439264	-0.056990
1180001	1190000	1185001	3303.0	-0.434481	-0.045148
1190001	1200000	1195001	3043.0	-0.429699	-0.163431
1200001	1210000	1205001	3648.0	-0.424916	0.098180
1210001	1220000	1215001	3461.0	-0.420134	0.022264
1220001	1230000	1225001	3409.0	-0.415352	0.000423
1230001	1240000	1235001	3375.0	-0.410569	-0.014038
1240001	1250000	1245001	3138.0	-0.405787	-0.119080
1250001	1260000	1255001	3266.0	-0.401004	-0.061401
1260001	1270000	1265001	3519.0	-0.396222	0.046240
1270001	1280000	1275001	3212.0	-0.391440	-0.085453
1280001	1290000	1285001	3138.0	-0.386657	-0.119080
1290001	1300000	1295001	3362.0	-0.381875	-0.019606
1300001	1310000	1305001	3067.0	-0.377092	-0.152097
1310001	1320000	1315001	3581.0	-0.372310	0.071437
1320001	1330000	1325001	3261.0	-0.367527	-0.063611
1330001	1340000	1335001	4711.0	-0.362745	0.467108
1340001	1350000	1345001	3326.0	-0.357963	-0.035137
1350001	1360000	1355001	3593.0	-0.353180	0.076264
1360001	1370000	1365001	3763.0	-0.348398	0.142958
1370001	1380000	1375001	3417.0	-0.343615	0.003805
1380001	1390000	1385001	3678.0	-0.338833	0.109996
1390001	1400000	1395001	3825.0	-0.334051	0.166534
1400001	1410000	1405001	3956.0	-0.329268	0.215117
