window_start	window_end	window_mid	raw_count	norm_position	log2_ratio
1	1000	501	212.0	-0.736085	0.188762
1001	2000	1501	200.0	-0.735606	0.104697
2001	3000	2501	195.0	-0.735128	0.068172
3001	4000	3501	266.0	-0.734650	0.516124
4001	5000	4501	169.0	-0.734172	-0.138279
5001	6000	5501	130.0	-0.733693	-0.516791
6001	7000	6501	151.0	-0.733215	-0.300754
7001	8000	7501	223.0	-0.732737	0.261741
8001	9000	8501	188.0	-0.732258	0.015430
9001	10000	9501	187.0	-0.731780	0.007736
10001	11000	10501	172.0	-0.731302	-0.112894
11001	12000	11501	161.0	-0.730824	-0.208242
12001	13000	12501	154.0	-0.730345	-0.272372
13001	14000	13501	191.0	-0.729867	0.038270
14001	15000	14501	141.0	-0.729389	-0.399607
15001	16000	15501	217.0	-0.728910	0.222392
16001	17000	16501	173.0	-0.728432	-0.104531
17001	18000	17501	190.0	-0.727954	0.030697
18001	19000	18501	185.0	-0.727476	-0.007777
19001	20000	19501	216.0	-0.726997	0.215729
20001	21000	20501	195.0	-0.726519	0.068172
21001	22000	21501	174.0	-0.726041	-0.096215
22001	23000	22501	203.0	-0.725562	0.126177
23001	24000	23501	253.0	-0.725084	0.443835
24001	25000	24501	181.0	-0.724606	-0.039313
25001	26000	25501	186.0	-0.724128	0.000000
26001	27000	26501	164.0	-0.723649	-0.181607
27001	28000	27501	174.0	-0.723171	-0.096215
28001	29000	28501	203.0	-0.722693	0.126177
29001	30000	29501	234.0	-0.722214	0.331206
30001	31000	30501	177.0	-0.721736	-0.071553
31001	32000	31501	194.0	-0.721258	0.060754
32001	33000	32501	198.0	-0.720779	0.090198
33001	34000	33501	189.0	-0.720301	0.023084
34001	35000	34501	172.0	-0.719823	-0.112894
35001	36000	35501	214.0	-0.719345	0.202308
36001	37000	36501	223.0	-0.718866	0.261741
37001	38000	37501	135.0	-0.718388	-0.462343
38001	39000	38501	190.0	-0.717910	0.030697
39001	40000	39501	198.0	-0.717431	0.090198
40001	41000	40501	214.0	-0.716953	0.202308
41001	42000	41501	177.0	-0.716475	-0.071553
42001	43000	42501	203.0	-0.715997	0.126177
43001	44000	43501	161.0	-0.715518	-0.208242
44001	45000	44501	133.0	-0.715040	-0.483876
45001	46000	45501	199.0	-0.714562	0.097466
46001	47000	46501	177.0	-0.714083	-0.071553
47001	48000	47501	135.0	-0.713605	-0.462343
48001	49000	48501	194.0	-0.713127	0.060754
49001	50000	49501	199.0	-0.712649	0.097466
50001	51000	50501	150.0	-0.712170	-0.310340
51001	52000	51501	141.0	-0.711692	-0.399607
52001	53000	52501	195.0	-0.711214	0.068172
53001	54000	53501	232.0	-0.710735	0.318822
54001	55000	54501	178.0	-0.710257	-0.063425
55001	56000	55501	164.0	-0.709779	-0.181607
56001	57000	56501	177.0	-0.709301	-0.071553
57001	58000	57501	190.0	-0.708822	0.030697
58001	59000	58501	152.0	-0.708344	-0.291231
59001	60000	59501	245.0	-0.707866	0.397479
60001	61000	60501	198.0	-0.707387	0.090198
61001	62000	61501	240.0	-0.706909	0.367732
62001	63000	62501	175.0	-0.706431	-0.087948
63001	64000	63501	209.0	-0.705953	0.168200
64001	65000	64501	195.0	-0.705474	0.068172
65001	66000	65501	204.0	-0.704996	0.133267
66001	67000	66501	196.0	-0.704518	0.075551
67001	68000	67501	213.0	-0.704039	0.195551
68001	69000	68501	222.0	-0.703561	0.255257
69001	70000	69501	195.0	-0.703083	0.068172
70001	71000	70501	196.0	-0.702605	0.075551
71001	72000	71501	164.0	-0.702126	-0.181607
72001	73000	72501	215.0	-0.701648	0.209034
73001	74000	73501	149.0	-0.701170	-0.319990
74001	75000	74501	178.0	-0.700691	-0.063425
75001	76000	75501	186.0	-0.700213	0.000000
76001	77000	76501	217.0	-0.699735	0.222392
77001	78000	77501	182.0	-0.699257	-0.031364
78001	79000	78501	173.0	-0.698778	-0.104531
79001	80000	79501	172.0	-0.698300	-0.112894
80001	81000	80501	175.0	-0.697822	-0.087948
