window_start	window_end	window_mid	raw_count	norm_position	log2_ratio
1	1000	501	404.0	-0.736085	0.025216
1001	2000	1501	421.0	-0.735606	0.084681
2001	3000	2501	568.0	-0.735128	0.516752
3001	4000	3501	603.0	-0.734650	0.603019
4001	5000	4501	465.0	-0.734172	0.228092
5001	6000	5501	384.0	-0.733693	-0.048033
6001	7000	6501	393.0	-0.733215	-0.014610
7001	8000	7501	498.0	-0.732737	0.327007
8001	9000	8501	534.0	-0.732258	0.427701
9001	10000	9501	409.0	-0.731780	0.042962
10001	11000	10501	416.0	-0.731302	0.067445
11001	12000	11501	355.0	-0.730824	-0.161320
12001	13000	12501	360.0	-0.730345	-0.141142
13001	14000	13501	441.0	-0.729867	0.151640
14001	15000	14501	396.0	-0.729389	-0.003639
15001	16000	15501	375.0	-0.728910	-0.082248
16001	17000	16501	391.0	-0.728432	-0.021970
17001	18000	17501	428.0	-0.727954	0.108472
18001	19000	18501	430.0	-0.727476	0.115198
19001	20000	19501	439.0	-0.726997	0.145082
20001	21000	20501	401.0	-0.726519	0.014463
21001	22000	21501	424.0	-0.726041	0.094925
22001	23000	22501	384.0	-0.725562	-0.048033
23001	24000	23501	444.0	-0.725084	0.161421
24001	25000	24501	414.0	-0.724606	0.060492
25001	26000	25501	415.0	-0.724128	0.063972
26001	27000	26501	416.0	-0.723649	0.067445
27001	28000	27501	360.0	-0.723171	-0.141142
28001	29000	28501	368.0	-0.722693	-0.109433
29001	30000	29501	429.0	-0.722214	0.111839
30001	31000	30501	446.0	-0.721736	0.167905
31001	32000	31501	353.0	-0.721258	-0.169471
32001	33000	32501	408.0	-0.720779	0.039430
33001	34000	33501	380.0	-0.720301	-0.063140
34001	35000	34501	394.0	-0.719823	-0.010943
35001	36000	35501	416.0	-0.719345	0.067445
36001	37000	36501	475.0	-0.718866	0.258789
37001	38000	37501	298.0	-0.718388	-0.413827
38001	39000	38501	388.0	-0.717910	-0.033082
39001	40000	39501	387.0	-0.717431	-0.036805
40001	41000	40501	415.0	-0.716953	0.063972
41001	42000	41501	414.0	-0.716475	0.060492
42001	43000	42501	504.0	-0.715997	0.344285
43001	44000	43501	407.0	-0.715518	0.035890
44001	45000	44501	342.0	-0.715040	-0.215143
45001	46000	45501	324.0	-0.714562	-0.293145
46001	47000	46501	392.0	-0.714083	-0.018285
47001	48000	47501	305.0	-0.713605	-0.380330
48001	49000	48501	308.0	-0.713127	-0.366209
49001	50000	49501	401.0	-0.712649	0.014463
50001	51000	50501	296.0	-0.712170	-0.423542
51001	52000	51501	342.0	-0.711692	-0.215143
52001	53000	52501	412.0	-0.711214	0.053505
53001	54000	53501	509.0	-0.710735	0.358527
54001	55000	54501	432.0	-0.710257	0.121892
55001	56000	55501	385.0	-0.709779	-0.044281
56001	57000	56501	441.0	-0.709301	0.151640
57001	58000	57501	421.0	-0.708822	0.084681
