window_start	window_end	window_mid	raw_count	norm_position	log2_ratio
1	1000	501	331.0	-0.999439	-0.255021
1001	2000	1501	308.0	-0.998610	-0.358922
2001	3000	2501	302.0	-0.997782	-0.387304
3001	4000	3501	331.0	-0.996953	-0.255021
4001	5000	4501	314.0	-0.996124	-0.331088
5001	6000	5501	257.0	-0.995295	-0.620084
6001	7000	6501	371.0	-0.994467	-0.090433
7001	8000	7501	494.0	-0.993638	0.322658
8001	9000	8501	472.0	-0.992809	0.256934
9001	10000	9501	399.0	-0.991980	0.014536
10001	11000	10501	332.0	-0.991152	-0.250669
11001	12000	11501	479.0	-0.990323	0.278173
12001	13000	12501	356.0	-0.989494	-0.149975
13001	14000	13501	328.0	-0.988666	-0.268157
14001	15000	14501	328.0	-0.987837	-0.268157
15001	16000	15501	302.0	-0.987008	-0.387304
16001	17000	16501	337.0	-0.986179	-0.229104
17001	18000	17501	385.0	-0.985351	-0.036994
18001	19000	18501	370.0	-0.984522	-0.094327
19001	20000	19501	290.0	-0.983693	-0.445800
20001	21000	20501	337.0	-0.982865	-0.229104
21001	22000	21501	448.0	-0.982036	0.181646
22001	23000	22501	468.0	-0.981207	0.244656
23001	24000	23501	589.0	-0.980378	0.576415
24001	25000	24501	500.0	-0.979550	0.340075
25001	26000	25501	481.0	-0.978721	0.284184
26001	27000	26501	346.0	-0.977892	-0.191081
27001	28000	27501	390.0	-0.977063	-0.018379
28001	29000	28501	391.0	-0.976235	-0.014684
29001	30000	29501	442.0	-0.975406	0.162194
30001	31000	30501	302.0	-0.974577	-0.387304
31001	32000	31501	388.0	-0.973749	-0.025796
32001	33000	32501	425.0	-0.972920	0.105610
33001	34000	33501	350.0	-0.972091	-0.174498
34001	35000	34501	461.0	-0.971262	0.222914
35001	36000	35501	322.0	-0.970434	-0.294792
36001	37000	36501	438.0	-0.969605	0.149078
37001	38000	37501	413.0	-0.968776	0.064289
38001	39000	38501	467.0	-0.967948	0.241570
39001	40000	39501	493.0	-0.967119	0.319735
40001	41000	40501	449.0	-0.966290	0.184863
41001	42000	41501	518.0	-0.965461	0.391099
42001	43000	42501	489.0	-0.964633	0.307982
43001	44000	43501	409.0	-0.963804	0.050248
44001	45000	44501	446.0	-0.962975	0.175191
45001	46000	45501	491.0	-0.962146	0.313870
46001	47000	46501	403.0	-0.961318	0.028927
47001	48000	47501	429.0	-0.960489	0.119125
48001	49000	48501	426.0	-0.959660	0.109001
49001	50000	49501	458.0	-0.958832	0.213495
50001	51000	50501	472.0	-0.958003	0.256934
51001	52000	51501	418.0	-0.957174	0.081650
52001	53000	52501	458.0	-0.956345	0.213495
53001	54000	53501	472.0	-0.955517	0.256934
54001	55000	54501	495.0	-0.954688	0.325576
55001	56000	55501	526.0	-0.953859	0.413210
56001	57000	56501	413.0	-0.953031	0.064289
57001	58000	57501	305.0	-0.952202	-0.373043
58001	59000	58501	338.0	-0.951373	-0.224829
59001	60000	59501	405.0	-0.950544	0.036069
60001	61000	60501	486.0	-0.949716	0.299104
61001	62000	61501	424.0	-0.948887	0.102212
62001	63000	62501	461.0	-0.948058	0.222914
63001	64000	63501	448.0	-0.947229	0.181646
64001	65000	64501	555.0	-0.946401	0.490635
65001	66000	65501	444.0	-0.945572	0.168707
66001	67000	66501	425.0	-0.944743	0.105610
67001	68000	67501	394.0	-0.943915	-0.003657
68001	69000	68501	351.0	-0.943086	-0.170382
69001	70000	69501	436.0	-0.942257	0.142475
70001	71000	70501	460.0	-0.941428	0.219781
71001	72000	71501	554.0	-0.940600	0.488033
72001	73000	72501	476.0	-0.939771	0.269109
73001	74000	73501	398.0	-0.938942	0.010916
74001	75000	74501	443.0	-0.938114	0.165454
75001	76000	75501	400.0	-0.937285	0.018147
76001	77000	76501	415.0	-0.936456	0.071259
77001	78000	77501	493.0	-0.935627	0.319735
78001	79000	78501	402.0	-0.934799	0.025343
79001	80000	79501	389.0	-0.933970	-0.022082
80001	81000	80501	410.0	-0.933141	0.053771
81001	82000	81501	443.0	-0.932312	0.165454
82001	83000	82501	462.0	-0.931484	0.226040
83001	84000	83501	470.0	-0.930655	0.250808
84001	85000	84501	408.0	-0.929826	0.046716
85001	86000	85501	398.0	-0.928998	0.010916
86001	87000	86501	414.0	-0.928169	0.067778
87001	88000	87501	519.0	-0.927340	0.393882
88001	89000	88501	414.0	-0.926511	0.067778
89001	90000	89501	417.0	-0.925683	0.078195
90001	91000	90501	488.0	-0.924854	0.305028
91001	92000	91501	485.0	-0.924025	0.296132
92001	93000	92501	385.0	-0.923197	-0.036994
93001	94000	93501	457.0	-0.922368	0.210342
94001	95000	94501	435.0	-0.921539	0.139163
95001	96000	95501	343.0	-0.920710	-0.203644
96001	97000	96501	310.0	-0.919882	-0.349584
97001	98000	97501	385.0	-0.919053	-0.036994
98001	99000	98501	455.0	-0.918224	0.204014
99001	100000	99501	456.0	-0.917395	0.207181
100001	101000	100501	418.0	-0.916567	0.081650
101001	102000	101501	367.0	-0.915738	-0.106073
102001	103000	102501	489.0	-0.914909	0.307982
103001	104000	103501	383.0	-0.914081	-0.044508
104001	105000	104501	385.0	-0.913252	-0.036994
105001	106000	105501	469.0	-0.912423	0.247735
106001	107000	106501	475.0	-0.911594	0.266075
107001	108000	107501	487.0	-0.910766	0.302069
108001	109000	108501	436.0	-0.909937	0.142475
109001	110000	109501	438.0	-0.909108	0.149078
110001	111000	110501	356.0	-0.908280	-0.149975
111001	112000	111501	408.0	-0.907451	0.046716
112001	113000	112501	399.0	-0.906622	0.014536
113001	114000	113501	312.0	-0.905793	-0.340307
114001	115000	114501	306.0	-0.904965	-0.368321
115001	116000	115501	326.0	-0.904136	-0.276981
116001	117000	116501	349.0	-0.903307	-0.178626
117001	118000	117501	328.0	-0.902478	-0.268157
118001	119000	118501	350.0	-0.901650	-0.174498
119001	120000	119501	320.0	-0.900821	-0.303781
120001	121000	120501	296.0	-0.899992	-0.416255
121001	122000	121501	381.0	-0.899164	-0.052062
122001	123000	122501	402.0	-0.898335	0.025343
123001	124000	123501	480.0	-0.897506	0.281182
124001	125000	124501	489.0	-0.896677	0.307982
125001	126000	125501	482.0	-0.895849	0.287180
126001	127000	126501	587.0	-0.895020	0.571508
127001	128000	127501	467.0	-0.894191	0.241570
128001	129000	128501	362.0	-0.893363	-0.125863
129001	130000	129501	309.0	-0.892534	-0.354246
130001	131000	130501	431.0	-0.891705	0.125835
131001	132000	131501	397.0	-0.890876	0.007286
132001	133000	132501	411.0	-0.890048	0.057286
133001	134000	133501	402.0	-0.889219	0.025343
134001	135000	134501	362.0	-0.888390	-0.125863
135001	136000	135501	397.0	-0.887561	0.007286
136001	137000	136501	341.0	-0.886733	-0.212081
137001	138000	137501	368.0	-0.885904	-0.102147
138001	139000	138501	343.0	-0.885075	-0.203644
139001	140000	139501	335.0	-0.884247	-0.237692
140001	141000	140501	306.0	-0.883418	-0.368321
141001	142000	141501	305.0	-0.882589	-0.373043
142001	143000	142501	512.0	-0.881760	0.374291
143001	144000	143501	545.0	-0.880932	0.464404
144001	145000	144501	458.0	-0.880103	0.213495
145001	146000	145501	376.0	-0.879274	-0.071120
146001	147000	146501	355.0	-0.878446	-0.154034
147001	148000	147501	399.0	-0.877617	0.014536
148001	149000	148501	421.0	-0.876788	0.091968
149001	150000	149501	371.0	-0.875959	-0.090433
150001	151000	150501	438.0	-0.875131	0.149078
151001	152000	151501	431.0	-0.874302	0.125835
152001	153000	152501	366.0	-0.873473	-0.110009
153001	154000	153501	420.0	-0.872644	0.088537
154001	155000	154501	406.0	-0.871816	0.039627
155001	156000	155501	444.0	-0.870987	0.168707
156001	157000	156501	406.0	-0.870158	0.039627
157001	158000	157501	395.0	-0.869330	0.000000
158001	159000	158501	397.0	-0.868501	0.007286
159001	160000	159501	371.0	-0.867672	-0.090433
160001	161000	160501	383.0	-0.866843	-0.044508
161001	162000	161501	341.0	-0.866015	-0.212081
162001	163000	162501	430.0	-0.865186	0.122484
163001	164000	163501	487.0	-0.864357	0.302069
164001	165000	164501	442.0	-0.863529	0.162194
165001	166000	165501	382.0	-0.862700	-0.048280
166001	167000	166501	320.0	-0.861871	-0.303781
167001	168000	167501	419.0	-0.861042	0.085098
168001	169000	168501	430.0	-0.860214	0.122484
169001	170000	169501	380.0	-0.859385	-0.055853
170001	171000	170501	350.0	-0.858556	-0.174498
171001	172000	171501	348.0	-0.857727	-0.182765
172001	173000	172501	384.0	-0.856899	-0.040746
173001	174000	173501	408.0	-0.856070	0.046716
174001	175000	174501	398.0	-0.855241	0.010916
175001	176000	175501	389.0	-0.854413	-0.022082
176001	177000	176501	389.0	-0.853584	-0.022082
177001	178000	177501	448.0	-0.852755	0.181646
178001	179000	178501	490.0	-0.851926	0.310929
179001	180000	179501	358.0	-0.851098	-0.141893
180001	181000	180501	384.0	-0.850269	-0.040746
181001	182000	181501	401.0	-0.849440	0.021750
182001	183000	182501	508.0	-0.848612	0.362976
183001	184000	183501	415.0	-0.847783	0.071259
184001	185000	184501	447.0	-0.846954	0.178422
185001	186000	185501	466.0	-0.846125	0.238477
186001	187000	186501	509.0	-0.845297	0.365813
187001	188000	187501	392.0	-0.844468	-0.010999
188001	189000	188501	385.0	-0.843639	-0.036994
189001	190000	189501	397.0	-0.842810	0.007286
190001	191000	190501	442.0	-0.841982	0.162194
191001	192000	191501	447.0	-0.841153	0.178422
192001	193000	192501	496.0	-0.840324	0.328487
193001	194000	193501	372.0	-0.839496	-0.086550
194001	195000	194501	375.0	-0.838667	-0.074962
195001	196000	195501	464.0	-0.837838	0.232272
196001	197000	196501	441.0	-0.837009	0.158926
197001	198000	197501	325.0	-0.836181	-0.281413
198001	199000	198501	291.0	-0.835352	-0.440834
199001	200000	199501	399.0	-0.834523	0.014536
200001	201000	200501	434.0	-0.833695	0.135842
201001	202000	201501	413.0	-0.832866	0.064289
202001	203000	202501	436.0	-0.832037	0.142475
203001	204000	203501	472.0	-0.831208	0.256934
204001	205000	204501	522.0	-0.830380	0.402197
205001	206000	205501	476.0	-0.829551	0.269109
206001	207000	206501	468.0	-0.828722	0.244656
207001	208000	207501	378.0	-0.827893	-0.063466
208001	209000	208501	427.0	-0.827065	0.112383
209001	210000	209501	532.0	-0.826236	0.429574
210001	211000	210501	561.0	-0.825407	0.506148
211001	212000	211501	472.0	-0.824579	0.256934
212001	213000	212501	493.0	-0.823750	0.319735
213001	214000	213501	534.0	-0.822921	0.434987
214001	215000	214501	500.0	-0.822092	0.340075
215001	216000	215501	462.0	-0.821264	0.226040
216001	217000	216501	415.0	-0.820435	0.071259
217001	218000	217501	442.0	-0.819606	0.162194
218001	219000	218501	500.0	-0.818778	0.340075
219001	220000	219501	449.0	-0.817949	0.184863
220001	221000	220501	293.0	-0.817120	-0.430952
221001	222000	221501	237.0	-0.816291	-0.736966
222001	223000	222501	301.0	-0.815463	-0.392089
223001	224000	223501	280.0	-0.814634	-0.496426
224001	225000	224501	292.0	-0.813805	-0.435884
225001	226000	225501	251.0	-0.812976	-0.654165
226001	227000	226501	341.0	-0.812148	-0.212081
227001	228000	227501	385.0	-0.811319	-0.036994
228001	229000	228501	388.0	-0.810490	-0.025796
229001	230000	229501	293.0	-0.809662	-0.430952
230001	231000	230501	306.0	-0.808833	-0.368321
231001	232000	231501	270.0	-0.808004	-0.548893
232001	233000	232501	259.0	-0.807175	-0.608901
233001	234000	233501	239.0	-0.806347	-0.724842
234001	235000	234501	271.0	-0.805518	-0.543560
235001	236000	235501	237.0	-0.804689	-0.736966
236001	237000	236501	400.0	-0.803861	0.018147
237001	238000	237501	311.0	-0.803032	-0.344938
238001	239000	238501	245.0	-0.802203	-0.689071
239001	240000	239501	287.0	-0.801374	-0.460802
240001	241000	240501	238.0	-0.800546	-0.730891
241001	242000	241501	268.0	-0.799717	-0.559620
242001	243000	242501	280.0	-0.798888	-0.496426
243001	244000	243501	300.0	-0.798059	-0.396890
244001	245000	244501	344.0	-0.797231	-0.199444
245001	246000	245501	283.0	-0.796402	-0.481051
246001	247000	246501	239.0	-0.795573	-0.724842
247001	248000	247501	268.0	-0.794745	-0.559620
248001	249000	248501	253.0	-0.793916	-0.642715
249001	250000	249501	265.0	-0.793087	-0.575860
250001	251000	250501	274.0	-0.792258	-0.527677
251001	252000	251501	298.0	-0.791430	-0.406540
252001	253000	252501	302.0	-0.790601	-0.387304
253001	254000	253501	292.0	-0.789772	-0.435884
254001	255000	254501	292.0	-0.788944	-0.435884
255001	256000	255501	217.0	-0.788115	-0.864158
256001	257000	256501	227.0	-0.787286	-0.799160
257001	258000	257501	241.0	-0.786457	-0.712820
258001	259000	258501	243.0	-0.785629	-0.700896
259001	260000	259501	231.0	-0.784800	-0.773960
260001	261000	260501	343.0	-0.783971	-0.203644
261001	262000	261501	331.0	-0.783142	-0.255021
262001	263000	262501	313.0	-0.782314	-0.335690
263001	264000	263501	282.0	-0.781485	-0.486157
264001	265000	264501	272.0	-0.780656	-0.538246
265001	266000	265501	213.0	-0.779828	-0.890999
266001	267000	266501	281.0	-0.778999	-0.491283
267001	268000	267501	377.0	-0.778170	-0.067288
268001	269000	268501	307.0	-0.777341	-0.363614
269001	270000	269501	280.0	-0.776513	-0.496426
270001	271000	270501	265.0	-0.775684	-0.575860
271001	272000	271501	288.0	-0.774855	-0.455784
272001	273000	272501	289.0	-0.774027	-0.450783
273001	274000	273501	298.0	-0.773198	-0.406540
274001	275000	274501	263.0	-0.772369	-0.586790
275001	276000	275501	273.0	-0.771540	-0.532952
276001	277000	276501	308.0	-0.770712	-0.358922
277001	278000	277501	289.0	-0.769883	-0.450783
278001	279000	278501	310.0	-0.769054	-0.349584
279001	280000	279501	334.0	-0.768225	-0.242005
280001	281000	280501	244.0	-0.767397	-0.694972
281001	282000	281501	291.0	-0.766568	-0.440834
282001	283000	282501	329.0	-0.765739	-0.263765
283001	284000	283501	392.0	-0.764911	-0.010999
284001	285000	284501	333.0	-0.764082	-0.246330
285001	286000	285501	321.0	-0.763253	-0.299279
286001	287000	286501	316.0	-0.762424	-0.321928
287001	288000	287501	255.0	-0.761596	-0.631355
288001	289000	288501	293.0	-0.760767	-0.430952
289001	290000	289501	324.0	-0.759938	-0.285859
290001	291000	290501	240.0	-0.759110	-0.718818
291001	292000	291501	329.0	-0.758281	-0.263765
292001	293000	292501	372.0	-0.757452	-0.086550
293001	294000	293501	258.0	-0.756623	-0.614482
294001	295000	294501	264.0	-0.755795	-0.581315
295001	296000	295501	266.0	-0.754966	-0.570426
296001	297000	296501	260.0	-0.754137	-0.603341
297001	298000	297501	205.0	-0.753308	-0.946229
298001	299000	298501	272.0	-0.752480	-0.538246
299001	300000	299501	278.0	-0.751651	-0.506768
300001	301000	300501	296.0	-0.750822	-0.416255
301001	302000	301501	269.0	-0.749994	-0.554246
302001	303000	302501	306.0	-0.749165	-0.368321
303001	304000	303501	324.0	-0.748336	-0.285859
304001	305000	304501	236.0	-0.747507	-0.743066
305001	306000	305501	234.0	-0.746679	-0.755344
306001	307000	306501	220.0	-0.745850	-0.844349
307001	308000	307501	281.0	-0.745021	-0.491283
308001	309000	308501	286.0	-0.744193	-0.465838
309001	310000	309501	309.0	-0.743364	-0.354246
310001	311000	310501	334.0	-0.742535	-0.242005
311001	312000	311501	275.0	-0.741706	-0.522421
312001	313000	312501	406.0	-0.740878	0.039627
313001	314000	313501	322.0	-0.740049	-0.294792
314001	315000	314501	419.0	-0.739220	0.085098
315001	316000	315501	369.0	-0.738391	-0.098232
316001	317000	316501	330.0	-0.737563	-0.259387
317001	318000	317501	431.0	-0.736734	0.125835
318001	319000	318501	424.0	-0.735905	0.102212
319001	320000	319501	354.0	-0.735077	-0.158103
320001	321000	320501	372.0	-0.734248	-0.086550
321001	322000	321501	477.0	-0.733419	0.272137
322001	323000	322501	430.0	-0.732590	0.122484
323001	324000	323501	403.0	-0.731762	0.028927
324001	325000	324501	391.0	-0.730933	-0.014684
325001	326000	325501	294.0	-0.730104	-0.426036
326001	327000	326501	337.0	-0.729276	-0.229104
327001	328000	327501	340.0	-0.728447	-0.216318
328001	329000	328501	330.0	-0.727618	-0.259387
329001	330000	329501	434.0	-0.726789	0.135842
