window_start	window_end	window_mid	raw_count	norm_position	log2_ratio
1	10000	5001	4182.0	-0.995710	-0.033755
10001	20000	15001	4376.0	-0.987422	0.031665
20001	30000	25001	4454.0	-0.979135	0.057154
30001	40000	35001	4026.0	-0.970848	-0.088601
40001	50000	45001	4202.0	-0.962561	-0.026872
50001	60000	55001	4798.0	-0.954274	0.164485
60001	70000	65001	4251.0	-0.945986	-0.010146
70001	80000	75001	4170.0	-0.937699	-0.037900
80001	90000	85001	3986.0	-0.929412	-0.103006
90001	100000	95001	4045.0	-0.921125	-0.081808
100001	110000	105001	4017.0	-0.912837	-0.091829
110001	120000	115001	3708.0	-0.904550	-0.207307
120001	130000	125001	3714.0	-0.896263	-0.204974
130001	140000	135001	3330.0	-0.887976	-0.362426
140001	150000	145001	3662.0	-0.879689	-0.225316
150001	160000	155001	3663.0	-0.871401	-0.224922
160001	170000	165001	3692.0	-0.863114	-0.213545
170001	180000	175001	3950.0	-0.854827	-0.116095
180001	190000	185001	4072.0	-0.846540	-0.072210
190001	200000	195001	3784.0	-0.838252	-0.178036
200001	210000	205001	4101.0	-0.829965	-0.061972
210001	220000	215001	4552.0	-0.821678	0.088553
220001	230000	225001	4602.0	-0.813391	0.104313
230001	240000	235001	4233.0	-0.805104	-0.016267
240001	250000	245001	4265.0	-0.796816	-0.005402
250001	260000	255001	4176.0	-0.788529	-0.035826
260001	270000	265001	4904.0	-0.780242	0.196011
270001	280000	275001	4984.0	-0.771955	0.219356
280001	290000	285001	5212.0	-0.763667	0.283889
290001	300000	295001	4462.0	-0.755380	0.059743
300001	310000	305001	4275.0	-0.747093	-0.002023
310001	320000	315001	4094.0	-0.738806	-0.064437
320001	330000	325001	3931.0	-0.730519	-0.123051
330001	340000	335001	4225.0	-0.722231	-0.018996
340001	350000	345001	4412.0	-0.713944	0.043485
350001	360000	355001	4367.0	-0.705657	0.028695
360001	370000	365001	4419.0	-0.697370	0.045772
370001	380000	375001	4419.0	-0.689082	0.045772
380001	390000	385001	4263.0	-0.680795	-0.006079
